respondent_id,Please indicate your age,Please indicate your race - Selected Choice,Please indicate your race - Other - Text,Are you Hispanic or Latino?,How would you describe the area where you grew up?,How would you describe the area in which you currently live?,In which region of the United States do you currently live?,Please indicate your annual household income,Education,Which employment status best describes you?,How would you describe your current living situation (check all that apply) - Selected Choice,How would you describe your current living situation (check all that apply) - Other - Text,Please indicate your political identification,Please indicate your gender
699,60-69,White,,No,Rural,Suburban,South,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
700,70-79,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
701,60-69,White,,No,Rural,Rural,Midwest,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Very conservative,Male
702,50-59,White,,No,Rural,Rural,Northeast,"$150,000 - $199,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
703,50-59,White,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999","High school graduate, GED, or equivalent",On disability,I live with family members,,Moderate,Male
704,70-79,White,,No,Suburban,Suburban,South,"$150,000 - $199,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
705,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
706,60-69,White,,No,Rural,Rural,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
707,60-69,White,,No,Urban,Urban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
708,60-69,White,,No,Suburban,Suburban,West,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
709,70-79,White,,No,Urban,Urban,Midwest,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
710,60-69,White,,No,Rural,Rural,South,"$75,000 - $99,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Very conservative,Male
711,60-69,White,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
712,50-59,White,,No,Rural,Rural,South,"$50,000 - $74,999",Graduate or professional degree,Working part-time,I live with family members,,Very liberal,Male
713,70-79,White,,No,Rural,Suburban,West,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
714,60-69,White,,No,Urban,Urban,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very liberal,Male
715,60-69,White,,No,Rural,Suburban,Midwest,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
716,50-59,White,,No,Rural,Rural,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Male
717,60-69,White,,No,Rural,Urban,West,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
718,50-59,White,,No,Rural,Rural,South,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
719,60-69,White,,No,Urban,Suburban,Northeast,"More than $200,000",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Male
720,60-69,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
721,60-69,White,,No,Suburban,Rural,South,"More than $200,000",Bachelor's degree,Working full-time,I live with family members,,Moderate,Male
722,60-69,White,,No,Urban,Urban,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
723,70-79,White,,No,Urban,Rural,South,"More than $200,000",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
724,70-79,White,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
725,50-59,White,,No,Suburban,Suburban,South,"$15,000 - $24,999",Bachelor's degree,Working part-time,I live alone,,Somewhat conservative,Male
726,60-69,White,,No,Rural,Suburban,Northeast,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
727,50-59,White,,No,Suburban,Suburban,Northeast,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
728,50-59,White,,Yes,Urban,Urban,Midwest,"More than $200,000",Bachelor's degree,Working full-time,I live with family members,,Somewhat liberal,Male
729,60-69,White,,No,Rural,Rural,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
730,50-59,White,,No,Suburban,Urban,West,"$10,000 - $14,999",Some college or associate's degree,Working part-time,I live alone,,Very liberal,Male
731,60-69,White,,No,Urban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
732,70-79,White,,No,Rural,Rural,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
733,70-79,White,,No,Rural,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Very conservative,Male
734,60-69,White,,No,Rural,Urban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Unemployed,I live alone,,Moderate,Male
735,60-69,White,,No,Urban,Urban,Northeast,"$25,000 - $34,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
736,60-69,White,,No,Suburban,Suburban,Midwest,"$15,000 - $24,999",Some college or associate's degree,On disability,I live alone,,Moderate,Male
737,80-89,White,,No,Urban,Suburban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live alone,,Somewhat conservative,Male
738,70-79,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
739,70-79,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
740,60-69,White,,No,Suburban,Rural,Northeast,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
741,60-69,White,,No,Rural,Rural,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
742,50-59,White,,No,Urban,Urban,West,"$10,000 - $14,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Moderate,Male
743,60-69,Black or African American,,No,Rural,Urban,South,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
744,70-79,White,,No,Urban,Rural,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
745,70-79,White,,No,Urban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Male
746,60-69,White,,No,Suburban,Suburban,Northeast,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
747,70-79,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Graduate or professional degree,Retired,I live alone,,Very conservative,Male
748,60-69,White,,No,Rural,Rural,West,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
749,70-79,White,,No,Suburban,Suburban,Northeast,"$100,000 - $149,999",Bachelor's degree,Working part-time,I live alone,,Somewhat conservative,Male
750,50-59,White,,No,Rural,Rural,West,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live alone,,Somewhat conservative,Male
751,70-79,White,,No,Urban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
752,50-59,White,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999",Some college or associate's degree,Unemployed,I live with family members,,Somewhat conservative,Male
753,60-69,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
754,70-79,White,,No,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Somewhat liberal,Male
755,50-59,Black or African American,,No,Urban,Urban,West,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live alone,,Very liberal,Male
756,50-59,White,,Yes,Suburban,Suburban,West,"Less than $10,000","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
757,50-59,White,,Yes,Urban,Urban,West,"$10,000 - $14,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Female
758,60-69,White,,No,Rural,Suburban,Northeast,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Female
759,70-79,White,,No,Suburban,Suburban,West,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Female
760,50-59,Black or African American,,Yes,Urban,Suburban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
761,50-59,American Indian or Alaska Native,,No,Rural,Rural,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Moderate,Male
762,60-69,Black or African American,,Yes,Urban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
763,70-79,White,,No,Suburban,Suburban,South,"$10,000 - $14,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Very liberal,Female
764,60-69,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
765,60-69,White,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Female
766,60-69,White,,Yes,Urban,Urban,South,"$10,000 - $14,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Female
767,50-59,White,,Yes,Suburban,Suburban,West,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Moderate,Female
768,60-69,White,,Yes,Suburban,Rural,West,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live alone,,Somewhat conservative,Female
769,50-59,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Moderate,Female
770,60-69,White,,Yes,Urban,Urban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Female
771,50-59,White,,Yes,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
772,50-59,White,,No,Rural,Rural,Northeast,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Moderate,Male
773,50-59,White,,Yes,Suburban,Suburban,West,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Moderate,Female
774,50-59,White,,No,Urban,Urban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Female
775,60-69,White,,Yes,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Somewhat conservative,Male
776,50-59,White,,Yes,Urban,Urban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
777,70-79,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Moderate,Male
778,50-59,White,,No,Urban,Suburban,Midwest,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Female
779,60-69,White,,Yes,Urban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Retired,I live alone,,Somewhat conservative,Female
780,60-69,Other,mexican,Yes,Urban,Urban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live alone,,Moderate,Male
781,70-79,White,,Yes,Urban,Rural,South,"$10,000 - $14,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Female
782,50-59,White,,Yes,Suburban,Urban,Midwest,"$35,000 - $49,999",Bachelor's degree,Unemployed,I live alone,,Very liberal,Female
783,50-59,White,,Yes,Suburban,Suburban,Northeast,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
784,50-59,White,,Yes,Suburban,Suburban,Northeast,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
785,50-59,White,,Yes,Urban,Urban,South,"$15,000 - $24,999",Graduate or professional degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
786,50-59,White,,No,Rural,Rural,Midwest,"Less than $10,000",Graduate or professional degree,Working part-time,I live alone,,Very conservative,Male
787,60-69,Other,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
788,70-79,White,,No,Urban,Rural,West,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
789,60-69,White,,Yes,Urban,Urban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
790,70-79,White,,Yes,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
791,50-59,White,,Yes,Suburban,Suburban,West,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
792,50-59,White,,Yes,Suburban,Suburban,West,"More than $200,000",Some college or associate's degree,Working full-time,I live with family members,,Somewhat conservative,Female
793,60-69,White,,Yes,Rural,Rural,Northeast,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
794,60-69,White,,Yes,Suburban,Suburban,West,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Female
795,60-69,White,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live alone,,Moderate,Female
796,50-59,White,,Yes,Rural,Rural,West,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Somewhat conservative,Female
797,70-79,White,,No,Suburban,Suburban,Northeast,"$10,000 - $14,999",Less than high school,Retired,I live with a spouse or romantic partner,,Very conservative,Female
798,70-79,White,,No,Rural,Suburban,Midwest,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
799,60-69,White,,No,Rural,Rural,Northeast,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
800,70-79,White,,No,Urban,Urban,Midwest,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Very conservative,Female
801,90-99,Black or African American,,No,Urban,Rural,Midwest,"$15,000 - $24,999",Bachelor's degree,Working part-time,I live in an assisted living facility,,Somewhat liberal,Male
802,50-59,White,,No,Suburban,Suburban,Midwest,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
803,80-89,Black or African American,,No,Rural,Rural,Midwest,"$15,000 - $24,999",Less than high school,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
804,50-59,Black or African American,,No,Suburban,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live with family members,,Moderate,Female
805,80-89,Black or African American,,No,Urban,Urban,Northeast,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
806,60-69,Asian,,No,Urban,Urban,West,"$150,000 - $199,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
807,60-69,Black or African American,,No,Urban,Rural,South,"$15,000 - $24,999",Some college or associate's degree,On disability,I live with family members,,Moderate,Male
808,60-69,Other,mixed,No,Suburban,Suburban,West,"$35,000 - $49,999",Graduate or professional degree,Retired,I live with family members,,Somewhat conservative,Male
809,50-59,Black or African American,,No,Rural,Urban,Northeast,"$10,000 - $14,999","High school graduate, GED, or equivalent",Unemployed,I live alone,,Very conservative,Female
810,70-79,Black or African American,,No,Urban,Urban,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
811,50-59,Black or African American,,No,Rural,Rural,South,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Female
812,60-69,Black or African American,,No,Urban,Urban,Northeast,"$10,000 - $14,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Somewhat liberal,Male
813,50-59,Black or African American,,No,Rural,Rural,South,"$50,000 - $74,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Somewhat conservative,Female
814,50-59,American Indian or Alaska Native,,No,Urban,Urban,Midwest,"$15,000 - $24,999","High school graduate, GED, or equivalent",On disability,I live alone,,Very conservative,Female
815,60-69,Black or African American,,No,Suburban,Suburban,Northeast,"$75,000 - $99,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Female
816,60-69,Asian,,No,Urban,Urban,West,"Less than $10,000",Graduate or professional degree,Working full-time,I live with family members,,Somewhat conservative,Female
817,50-59,Asian,,No,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Retired,Other,roommates,Moderate,Female
818,50-59,Black or African American,,No,Urban,Rural,South,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
819,50-59,Black or African American,,No,Urban,Urban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Very conservative,Female
820,90-99,Asian,,No,Urban,Urban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
821,60-69,Black or African American,,No,Suburban,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
822,60-69,Black or African American,,No,Rural,Urban,South,"Less than $10,000","High school graduate, GED, or equivalent",On disability,I live with family members,,Moderate,Female
823,50-59,White,,No,Suburban,Suburban,West,"$100,000 - $149,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very liberal,Female
824,60-69,Black or African American,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
825,50-59,Asian,,No,Urban,Urban,West,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live alone,,Moderate,Male
826,50-59,Black or African American,,No,Suburban,Urban,Midwest,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
827,60-69,Black or African American,,No,Rural,Rural,South,"$25,000 - $34,999",Some college or associate's degree,On disability,I live with family members,,Very conservative,Female
828,60-69,Black or African American,,No,Suburban,Suburban,South,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with family members,,Moderate,Female
829,60-69,White,,No,Urban,Urban,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Male
830,50-59,White,,No,Rural,Rural,South,"$75,000 - $99,999",Graduate or professional degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
831,70-79,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
832,60-69,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Very conservative,Female
833,60-69,White,,No,Rural,Rural,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Unemployed,I live alone,,Somewhat conservative,Female
834,60-69,White,,No,Suburban,Suburban,Midwest,"More than $200,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
835,60-69,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
836,60-69,White,,No,Rural,Rural,Midwest,"$100,000 - $149,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
837,50-59,White,,No,Urban,Urban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live alone,,Moderate,Female
838,50-59,White,,No,Rural,Rural,Midwest,"$100,000 - $149,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
839,60-69,White,,No,Suburban,Suburban,Midwest,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
840,70-79,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
841,70-79,White,,No,Rural,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Female
842,50-59,White,,No,Suburban,Rural,Northeast,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with family members,,Moderate,Female
843,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
844,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
845,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Somewhat conservative,Female
846,60-69,White,,No,Suburban,Suburban,Northeast,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Female
847,80-89,White,,No,Rural,Suburban,South,"$75,000 - $99,999","High school graduate, GED, or equivalent",Retired,I live alone,,Moderate,Female
848,50-59,White,,No,Rural,Urban,South,"$15,000 - $24,999",Some college or associate's degree,On disability,I live alone,,Somewhat conservative,Female
849,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live alone,,Very conservative,Female
850,70-79,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live alone,,Very conservative,Male
851,70-79,White,,No,Suburban,Suburban,South,"$25,000 - $34,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
852,50-59,White,,No,Rural,Urban,South,"$50,000 - $74,999",Graduate or professional degree,Retired,I live alone,,Somewhat conservative,Female
853,60-69,White,,No,Rural,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Female
854,60-69,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
855,70-79,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Female
856,60-69,White,,No,Suburban,Suburban,Northeast,"$150,000 - $199,999",Graduate or professional degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Male
857,60-69,White,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999",Some college or associate's degree,Unemployed,I live alone,,Moderate,Male
858,70-79,White,,No,Suburban,Suburban,West,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
859,60-69,White,,No,Rural,Rural,South,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
860,70-79,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very liberal,Male
861,60-69,White,,No,Rural,Suburban,Midwest,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
862,60-69,White,,No,Urban,Rural,Midwest,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
863,70-79,White,,No,Suburban,Rural,South,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
864,70-79,White,,No,Suburban,Rural,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
865,60-69,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
866,50-59,White,,No,Suburban,Suburban,South,"$15,000 - $24,999",Some college or associate's degree,Working full-time,I live alone,,Somewhat conservative,Female
867,50-59,White,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999",Some college or associate's degree,On disability,I live alone,,Somewhat conservative,Male
868,60-69,White,,No,Urban,Suburban,Midwest,"$75,000 - $99,999","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Very conservative,Male
869,70-79,White,,No,Suburban,Suburban,Northeast,"$75,000 - $99,999",Bachelor's degree,Retired,I live with family members,,Somewhat conservative,Male
870,60-69,White,,No,Rural,Rural,South,"$10,000 - $14,999","High school graduate, GED, or equivalent",On disability,I live alone,,Moderate,Male
871,60-69,Asian,,No,Urban,Urban,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live with family members,,Moderate,Male
872,60-69,American Indian or Alaska Native,,Yes,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
873,50-59,White,,No,Suburban,Suburban,Midwest,"More than $200,000",Some college or associate's degree,Working part-time,I live with family members,,Somewhat liberal,Female
874,60-69,White,,No,Suburban,Suburban,West,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
875,50-59,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Some college or associate's degree,Unemployed,I live alone,,Somewhat liberal,Female
876,50-59,White,,No,Rural,Rural,Northeast,"$10,000 - $14,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Somewhat conservative,Female
877,60-69,White,,No,Suburban,Suburban,South,"Less than $10,000",Less than high school,Retired,I live alone,,Very conservative,Male
878,70-79,White,,No,Suburban,Suburban,Midwest,"$150,000 - $199,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
879,50-59,White,,No,Rural,Rural,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
880,60-69,White,,No,Rural,Suburban,South,"More than $200,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
881,50-59,White,,No,Rural,Rural,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Moderate,Female
882,70-79,White,,No,Rural,Rural,Northeast,"$75,000 - $99,999",Graduate or professional degree,Retired,I live alone,,Moderate,Female
883,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Bachelor's degree,Retired,I live alone,,Moderate,Female
884,60-69,White,,No,Suburban,Suburban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
885,60-69,White,,No,Urban,Urban,Midwest,"$25,000 - $34,999",Bachelor's degree,Retired,I live with family members,,Somewhat liberal,Female
886,50-59,White,,No,Rural,Rural,West,"More than $200,000","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
887,80-89,White,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Female
888,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Retired,Other,I live with Room-mate and my mom lives with us,Somewhat conservative,Female
