annotator_id,age_range,education,gender,gender_other,identify_as_transgender,is_parent,lgbtq_status,personally_been_target,personally_seen_toxic_content,political_affilation,race,religion_important,technology_impact,toxic_comments_problem,uses_media_forums,uses_media_news,uses_media_social,uses_media_video
6369,35 - 44,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,Asian,Somewhat important,Somewhat positive,Rarely a problem,False,True,True,True
6370,35 - 44,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Homosexual,False,True,Independent,White,Not important,Somewhat positive,Occasionally a problem,True,False,True,True
6371,25 - 34,Master's degree,Female,,No,Yes,Heterosexual,False,False,Independent,White,Very important,Somewhat negative,Very frequently a problem,False,False,True,False
6372,35 - 44,"Professional degree (JD, MD)",Female,,No,Yes,Heterosexual,True,True,Liberal,Black or African American,Somewhat important,Somewhat positive,Frequently a problem,True,True,True,True
6373,35 - 44,Some college but no degree,Female,,No,Yes,Heterosexual,False,False,Conservative,White,Prefer not to say,Somewhat negative,Rarely a problem,False,False,True,True
6374,25 - 34,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Frequently a problem,True,False,True,True
6375,18 - 24,Some college but no degree,Female,,No,No,Bisexual,False,True,Prefer not to say,White,Not important,Somewhat positive,Frequently a problem,True,False,True,True
6376,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Liberal,White,Somewhat important,Somewhat positive,Frequently a problem,True,True,True,True
6377,18 - 24,Some college but no degree,Male,,No,No,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Occasionally a problem,True,True,True,True
6378,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Bisexual,False,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,False,False,True,False
6379,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6380,25 - 34,Some college but no degree,Female,,No,No,Bisexual,True,True,Independent,White,Not important,Somewhat positive,Occasionally a problem,True,False,True,True
6381,35 - 44,Associate degree in college (2-year),Male,,No,No,Heterosexual,True,True,Independent,Black or African American,Not important,Somewhat positive,Occasionally a problem,False,True,True,True
6382,35 - 44,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Bisexual,True,True,Liberal,White,Not important,Somewhat positive,Rarely a problem,True,True,True,True
6383,55 - 64,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Conservative,White,Not too important,Somewhat positive,Frequently a problem,False,True,True,True
6384,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Independent,Other,Very important,Very positive,Not a problem,False,False,True,True
6385,25 - 34,Some college but no degree,Male,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Rarely a problem,True,False,True,True
6386,45 - 54,Some college but no degree,Female,,No,Yes,Bisexual,False,True,Liberal,White,Not important,Neutral â neither positive nor negative,Occasionally a problem,False,False,True,True
6387,25 - 34,Some college but no degree,Female,,No,Yes,Heterosexual,True,False,Independent,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6388,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Frequently a problem,True,True,True,True
6389,45 - 54,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Liberal,White,Very important,Very positive,Rarely a problem,False,True,True,True
6390,25 - 34,Master's degree,Male,,No,No,Heterosexual,False,False,Conservative,White,Somewhat important,Very positive,Rarely a problem,False,True,True,True
6391,25 - 34,High school graduate (high school diploma or equivalent including GED),Nonbinary,,No,No,Bisexual,False,True,Liberal,White,Very important,Somewhat positive,Frequently a problem,True,False,True,False
6392,35 - 44,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,True,True,Liberal,Black or African American,Somewhat important,Very positive,Very frequently a problem,True,True,True,True
6393,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,White,Not important,Very positive,Occasionally a problem,True,False,True,True
6394,25 - 34,Master's degree,Male,,No,Yes,Heterosexual,True,True,Independent,White,Very important,Somewhat negative,Frequently a problem,False,True,True,True
6395,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Independent,White,Very important,Somewhat positive,Frequently a problem,True,False,True,True
6396,18 - 24,High school graduate (high school diploma or equivalent including GED),Male,,No,No,Other,False,True,Prefer not to say,White,Prefer not to say,Very positive,Very frequently a problem,True,False,True,True
6397,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Rarely a problem,True,True,True,True
6398,25 - 34,Some college but no degree,Male,,No,No,Heterosexual,False,False,Conservative,White,Somewhat important,Very positive,Rarely a problem,False,False,True,True
6399,45 - 54,Master's degree,Female,,No,Yes,Heterosexual,False,False,Liberal,White,Not too important,Somewhat positive,Occasionally a problem,False,True,True,True
6400,45 - 54,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Very positive,Rarely a problem,True,True,True,True
6401,35 - 44,Some college but no degree,Male,,No,No,Heterosexual,False,True,Liberal,Hispanic,Not important,Somewhat positive,Frequently a problem,True,True,True,False
6402,45 - 54,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Independent,White,Very important,Neutral â neither positive nor negative,Not a problem,True,False,False,True
6403,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,False,False,Independent,Black or African American,Very important,Somewhat positive,Rarely a problem,False,False,True,False
6404,25 - 34,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,True,Prefer not to say,White,Very important,Somewhat negative,Very frequently a problem,True,False,True,True
6405,45 - 54,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Somewhat important,Very positive,Occasionally a problem,False,False,True,True
6406,35 - 44,Master's degree,Female,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat negative,Frequently a problem,False,True,True,True
6407,35 - 44,Some college but no degree,Male,,No,No,Heterosexual,True,True,Conservative,White,Very important,Somewhat positive,Frequently a problem,True,True,True,True
6408,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Independent,White,Very important,Somewhat positive,Very frequently a problem,True,True,True,True
6409,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Independent,Hispanic,Somewhat important,Somewhat positive,Frequently a problem,True,False,True,True
6410,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Very frequently a problem,False,True,True,True
6411,35 - 44,Some college but no degree,Female,,No,Yes,Heterosexual,True,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,False,True,True,True
6412,35 - 44,Doctoral degree,Female,,No,No,Heterosexual,False,True,Liberal,White,Not important,Neutral â neither positive nor negative,Frequently a problem,False,True,True,True
6413,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Independent,White,Not important,Very positive,Occasionally a problem,True,False,True,True
6414,25 - 34,Some college but no degree,Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6415,25 - 34,Some college but no degree,Female,,No,No,Heterosexual,False,False,Independent,White,Not important,Somewhat negative,Frequently a problem,True,True,True,True
6416,25 - 34,Some college but no degree,Female,,No,No,Heterosexual,False,True,Other,White,Somewhat important,Very positive,Very frequently a problem,True,False,True,True
6417,45 - 54,Master's degree,Male,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Very positive,Frequently a problem,False,True,False,True
6418,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Somewhat positive,Rarely a problem,False,True,True,True
6419,55 - 64,Doctoral degree,Female,,No,Yes,Heterosexual,True,True,Conservative,White,Very important,Somewhat positive,Occasionally a problem,True,False,True,True
6420,45 - 54,High school graduate (high school diploma or equivalent including GED),Male,,No,Yes,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Occasionally a problem,True,False,False,True
6421,18 - 24,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Independent,White,Somewhat important,Neutral â neither positive nor negative,Frequently a problem,True,True,True,True
6422,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6423,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Conservative,White,Very important,Neutral â neither positive nor negative,Occasionally a problem,False,False,True,True
6424,25 - 34,Master's degree,Nonbinary,,Yes,No,Other,True,True,Liberal,White,Not too important,Neutral â neither positive nor negative,Frequently a problem,True,False,True,True
6425,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,White,Not important,Neutral â neither positive nor negative,Occasionally a problem,True,True,True,True
6426,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Conservative,White,Very important,Somewhat positive,Frequently a problem,True,True,True,True
6427,18 - 24,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Frequently a problem,True,False,True,True
6428,25 - 34,Associate degree in college (2-year),Male,,No,No,Prefer not to say,False,False,Liberal,White,Not too important,Neutral â neither positive nor negative,Occasionally a problem,True,True,False,True
6429,25 - 34,Some college but no degree,Male,,No,Yes,Heterosexual,False,True,Independent,Black or African American,Not important,Neutral â neither positive nor negative,Occasionally a problem,False,False,False,True
6430,18 - 24,Associate degree in college (2-year),Male,,No,No,Heterosexual,False,True,Prefer not to say,"White,Hispanic",Not important,Very positive,Not a problem,True,False,True,True
6431,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Conservative,White,Not important,Very positive,Occasionally a problem,True,False,True,True
6432,18 - 24,Some college but no degree,Male,,No,No,Heterosexual,True,True,Independent,White,Not too important,Somewhat positive,Frequently a problem,True,False,True,True
6433,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Not a problem,True,True,True,True
6434,35 - 44,Bachelor's degree in college (4-year),Male,,No,No,Other,False,False,Conservative,White,Not important,Somewhat negative,Occasionally a problem,True,True,True,True
6435,45 - 54,Master's degree,Female,,No,Yes,Heterosexual,False,True,Independent,White,Somewhat important,Neutral â neither positive nor negative,Occasionally a problem,True,True,True,True
6436,18 - 24,Master's degree,Male,,No,No,Bisexual,True,True,Liberal,White,Somewhat important,Somewhat negative,Very frequently a problem,True,True,True,True
6437,55 - 64,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Very important,Somewhat positive,Frequently a problem,False,True,True,True
6438,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,False,Independent,White,Not important,Very positive,Occasionally a problem,False,False,True,True
6439,25 - 34,Bachelor's degree in college (4-year),Female,,Yes,Yes,Bisexual,True,True,Conservative,White,Very important,Somewhat positive,Rarely a problem,False,True,True,True
6440,18 - 24,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,White,Somewhat important,Somewhat positive,Frequently a problem,False,False,True,True
6441,18 - 24,Some college but no degree,Female,,No,No,Heterosexual,False,True,Liberal,Black or African American,Somewhat important,Somewhat negative,Occasionally a problem,False,False,True,True
6442,35 - 44,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Independent,White,Prefer not to say,Somewhat negative,Occasionally a problem,False,False,True,True
6443,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6444,25 - 34,High school graduate (high school diploma or equivalent including GED),Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Somewhat positive,Very frequently a problem,True,True,True,True
6445,35 - 44,Some college but no degree,Female,,No,Yes,Heterosexual,True,True,Liberal,White,Not important,Somewhat positive,Very frequently a problem,True,True,True,True
6446,18 - 24,Some college but no degree,Female,,No,No,Prefer not to say,False,True,Independent,Hispanic,Very important,Somewhat positive,Frequently a problem,False,False,True,True
6447,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,,Not important,Somewhat negative,Frequently a problem,True,True,True,True
6448,25 - 34,"Professional degree (JD, MD)",Male,,No,Yes,Bisexual,False,False,Conservative,White,Somewhat important,Very positive,Not a problem,False,False,True,False
6449,25 - 34,Master's degree,Female,,No,Yes,Heterosexual,True,True,Conservative,White,Very important,Somewhat positive,Rarely a problem,False,False,True,False
6450,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Conservative,White,Very important,Neutral â neither positive nor negative,Frequently a problem,False,True,True,True
6451,18 - 24,Some college but no degree,Female,,No,No,Homosexual,False,True,Liberal,White,Not important,Somewhat positive,Occasionally a problem,True,True,True,True
6452,25 - 34,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Liberal,Black or African American,Not important,Very positive,Occasionally a problem,False,False,True,True
6453,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Independent,White,Somewhat important,Very negative,Frequently a problem,False,False,False,True
6454,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Independent,American Indian or Alaska Native,Somewhat important,Very positive,Not a problem,True,False,True,True
6455,18 - 24,Associate degree in college (2-year),Male,,No,No,Heterosexual,False,True,Conservative,White,Not important,Somewhat positive,Occasionally a problem,True,False,True,True
6456,45 - 54,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,False,Liberal,Asian,Not important,Somewhat positive,Occasionally a problem,False,True,True,True
6457,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,Prefer not to say,Not important,Very positive,Occasionally a problem,False,True,False,True
6458,45 - 54,Some college but no degree,Male,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6459,25 - 34,High school graduate (high school diploma or equivalent including GED),Female,,No,No,Other,False,True,Independent,Black or African American,Somewhat important,Somewhat negative,Occasionally a problem,True,False,True,False
6460,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,True,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,True,False,True,True
6461,18 - 24,Associate degree in college (2-year),Female,,No,No,Bisexual,True,True,Liberal,Black or African American,Somewhat important,Somewhat positive,Very frequently a problem,True,True,True,True
6462,65 or older,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Conservative,White,Somewhat important,Very positive,Rarely a problem,True,True,False,True
6463,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Other,Black or African American,Very important,Somewhat negative,Occasionally a problem,True,True,True,True
6464,25 - 34,Some college but no degree,Female,,No,No,Heterosexual,True,True,Liberal,Hispanic,Somewhat important,Very positive,Frequently a problem,True,False,True,True
6465,25 - 34,Some college but no degree,Female,,No,Yes,Heterosexual,True,True,Liberal,White,Somewhat important,Somewhat positive,Frequently a problem,True,True,True,True
6466,45 - 54,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat negative,Rarely a problem,True,True,True,True
6467,25 - 34,Master's degree,Male,,No,No,Heterosexual,False,True,Conservative,Hispanic,Somewhat important,Somewhat positive,Frequently a problem,True,True,True,True
6468,55 - 64,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Not important,Very positive,Rarely a problem,False,True,True,False
6469,35 - 44,Master's degree,Male,,No,Yes,Heterosexual,False,True,Independent,White,Somewhat important,Somewhat positive,Occasionally a problem,True,False,True,True
6470,18 - 24,Some college but no degree,Female,,No,No,Other,True,True,Prefer not to say,Black or African American,Very important,Somewhat positive,Occasionally a problem,False,False,False,False
6471,25 - 34,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Independent,Black or African American,Somewhat important,Neutral â neither positive nor negative,Frequently a problem,True,True,True,True
6472,25 - 34,Some college but no degree,Female,,No,No,Heterosexual,False,False,Liberal,White,Very important,Somewhat positive,Occasionally a problem,True,False,True,True
6473,45 - 54,Some college but no degree,Male,,No,Yes,Heterosexual,True,True,Conservative,Other,Very important,Somewhat positive,Not a problem,True,True,True,True
6474,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Liberal,White,Not too important,Very positive,Occasionally a problem,False,False,True,True
6475,18 - 24,Some college but no degree,Female,,No,No,Bisexual,True,True,Independent,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6476,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6477,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Liberal,Hispanic,Very important,Very positive,Occasionally a problem,False,True,False,True
6478,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Other,White,Very important,Somewhat positive,Very frequently a problem,True,True,True,True
6479,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Independent,White,Not important,Very positive,Frequently a problem,True,True,True,True
6480,25 - 34,Master's degree,Male,,No,No,Heterosexual,True,True,Independent,Black or African American,Somewhat important,Very positive,Rarely a problem,False,False,True,True
6481,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Frequently a problem,True,False,True,False
6482,35 - 44,"Professional degree (JD, MD)",Female,,No,Yes,Heterosexual,False,True,Liberal,"White,Hispanic",Not important,Somewhat positive,Frequently a problem,True,False,True,True
6483,25 - 34,Master's degree,Female,,No,No,Bisexual,False,True,Liberal,White,Not important,Neutral â neither positive nor negative,Frequently a problem,False,True,True,True
6484,25 - 34,Master's degree,Male,,No,Yes,Heterosexual,True,True,Liberal,Black or African American,Very important,Very positive,Frequently a problem,False,False,True,False
6485,55 - 64,"Professional degree (JD, MD)",Female,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Very positive,Occasionally a problem,False,True,True,True
6486,25 - 34,Master's degree,Female,,No,No,Heterosexual,False,False,Independent,Asian,Not important,Somewhat positive,Occasionally a problem,True,True,True,True
6487,45 - 54,Some college but no degree,Female,,No,Yes,Bisexual,False,True,Conservative,White,Very important,Very positive,Occasionally a problem,False,False,True,False
6488,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Liberal,Asian,Somewhat important,Very positive,Very frequently a problem,True,True,True,True
6489,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Independent,White,Very important,Very positive,Frequently a problem,False,True,True,True
6490,18 - 24,Bachelor's degree in college (4-year),Male,,No,No,Bisexual,False,False,Independent,White,Very important,Very positive,Rarely a problem,False,True,True,True
6491,35 - 44,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Frequently a problem,False,True,True,True
6492,35 - 44,Some college but no degree,Female,,No,No,Homosexual,False,True,Independent,"White,American Indian or Alaska Native",Not too important,Somewhat negative,Very frequently a problem,True,True,True,True
6493,18 - 24,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Very frequently a problem,True,False,True,True
6494,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Liberal,White,Not too important,Neutral â neither positive nor negative,Frequently a problem,True,True,True,True
6495,35 - 44,Some college but no degree,Female,,No,Yes,Bisexual,True,True,Independent,Hispanic,Not important,Somewhat negative,Frequently a problem,True,True,True,True
6496,25 - 34,Some college but no degree,Female,,No,Yes,Heterosexual,True,True,Liberal,White,Not important,Neutral â neither positive nor negative,Frequently a problem,True,True,True,True
6497,35 - 44,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Occasionally a problem,False,True,True,False
6498,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Very important,Somewhat positive,Frequently a problem,True,False,True,True
6499,35 - 44,Bachelor's degree in college (4-year),Female,,No,No,Bisexual,True,True,Liberal,White,Not important,Somewhat positive,Occasionally a problem,False,True,True,True
6500,45 - 54,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Not too important,Somewhat positive,Occasionally a problem,True,True,True,True
6501,35 - 44,Master's degree,Female,,No,Yes,Heterosexual,False,True,Liberal,Black or African American,Somewhat important,Somewhat negative,Frequently a problem,False,True,False,True
6502,25 - 34,Master's degree,Female,,No,No,Prefer not to say,False,True,Prefer not to say,Prefer not to say,Prefer not to say,Somewhat negative,Very frequently a problem,True,True,True,True
6503,45 - 54,Master's degree,Female,,No,Yes,Heterosexual,True,True,Liberal,White,Not important,Somewhat positive,Occasionally a problem,True,True,True,True
6504,65 or older,Master's degree,Male,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Very frequently a problem,False,False,True,False
6505,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Independent,White,Very important,Somewhat positive,Frequently a problem,True,True,True,True
6506,25 - 34,Associate degree in college (2-year),Male,,No,No,Heterosexual,False,True,Conservative,White,Not important,Very negative,Very frequently a problem,True,False,True,True
6507,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Conservative,White,Not too important,Somewhat positive,Frequently a problem,False,False,True,True
6508,35 - 44,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,White,Not important,Very positive,Rarely a problem,True,True,False,True
6509,45 - 54,High school graduate (high school diploma or equivalent including GED),Female,,No,No,Homosexual,False,True,Liberal,White,Not important,Somewhat positive,Rarely a problem,False,True,False,True
6510,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Conservative,White,Somewhat important,Somewhat positive,Frequently a problem,True,False,True,True
6511,18 - 24,Less than high school degree,Female,,No,Yes,Bisexual,False,True,Independent,"White,Hispanic",Not too important,Somewhat positive,Frequently a problem,True,True,True,True
6512,18 - 24,Associate degree in college (2-year),Male,,No,No,Heterosexual,True,True,Liberal,White,Not too important,Somewhat negative,Not a problem,True,False,True,True
6513,18 - 24,Some college but no degree,Male,,No,No,Homosexual,False,True,Liberal,White,Very important,Neutral â neither positive nor negative,Frequently a problem,True,False,True,True
6514,18 - 24,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,"White,Other",Very important,Somewhat positive,Frequently a problem,False,False,True,True
6515,25 - 34,Master's degree,Male,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6516,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6517,25 - 34,Master's degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Somewhat important,Neutral â neither positive nor negative,Occasionally a problem,False,False,True,False
6518,55 - 64,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Very positive,Very frequently a problem,True,False,True,True
6519,18 - 24,High school graduate (high school diploma or equivalent including GED),Female,,No,No,Heterosexual,False,True,Prefer not to say,White,Very important,Very positive,Frequently a problem,True,False,True,True
6520,25 - 34,Master's degree,Male,,No,Yes,Heterosexual,False,False,Conservative,Black or African American,Very important,Very positive,Occasionally a problem,False,False,False,True
6521,55 - 64,Master's degree,Female,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Occasionally a problem,True,False,True,True
6522,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Occasionally a problem,False,False,True,False
6523,25 - 34,Some college but no degree,Male,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Frequently a problem,True,True,True,True
6524,25 - 34,Master's degree,Female,,No,No,Heterosexual,False,True,Liberal,White,Somewhat important,Neutral â neither positive nor negative,Frequently a problem,True,True,True,True
6525,25 - 34,Some college but no degree,Female,,No,No,Heterosexual,False,True,Liberal,Black or African American,Somewhat important,Somewhat positive,Rarely a problem,False,False,True,True
6526,18 - 24,Some college but no degree,Female,,No,Yes,Heterosexual,True,True,Liberal,Hispanic,Very important,Somewhat negative,Rarely a problem,True,True,True,True
6527,55 - 64,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Conservative,Asian,Very important,Very positive,Not a problem,False,False,True,False
6528,25 - 34,Some college but no degree,Male,,No,No,Bisexual,True,True,Liberal,White,Somewhat important,Very positive,Frequently a problem,True,False,False,True
6529,18 - 24,Some college but no degree,Female,,No,No,Heterosexual,True,True,Liberal,White,Not too important,Neutral â neither positive nor negative,Occasionally a problem,True,False,True,True
6530,35 - 44,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,False,Liberal,"White,Hispanic",Very important,Very positive,Rarely a problem,False,True,True,True
6531,25 - 34,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Not too important,Somewhat negative,Frequently a problem,True,True,True,True
6532,25 - 34,Some college but no degree,Female,,No,Yes,Bisexual,True,True,Conservative,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
6533,25 - 34,Associate degree in college (2-year),Female,,No,No,Bisexual,False,True,Independent,Black or African American,Very important,Somewhat negative,Occasionally a problem,True,False,True,True
6534,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,True,True,Liberal,White,Very important,Very positive,Very frequently a problem,False,True,True,True
6535,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Other,White,Somewhat important,Somewhat positive,Frequently a problem,True,False,True,True
6536,45 - 54,Some college but no degree,Male,,No,No,Heterosexual,True,True,Independent,White,Not important,Somewhat positive,Not a problem,True,True,True,True
6537,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat negative,Frequently a problem,True,True,True,True
6538,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,True,Independent,White,Not important,Very positive,Frequently a problem,True,True,True,True
6539,55 - 64,Some college but no degree,Male,,No,No,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,True,False,True,False
6540,35 - 44,High school graduate (high school diploma or equivalent including GED),Male,,No,Yes,Heterosexual,True,True,Liberal,White,Not important,Very positive,Not a problem,True,True,True,True
6541,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Independent,White,Not important,Somewhat positive,Very frequently a problem,False,False,True,True
6542,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Liberal,Hispanic,Somewhat important,Somewhat positive,Rarely a problem,False,True,True,True
6543,35 - 44,Master's degree,Female,,No,No,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat negative,Occasionally a problem,False,True,False,True
6544,25 - 34,Some college but no degree,Male,,No,No,Heterosexual,True,True,Liberal,Hispanic,Not important,Very positive,Very frequently a problem,True,True,True,True
6545,18 - 24,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,True,Liberal,Asian,Somewhat important,Very positive,Occasionally a problem,True,True,True,True
6546,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Bisexual,False,True,Liberal,White,Not important,Very positive,Occasionally a problem,True,True,True,True
