respondent_id,anxiety_score
R_sOwOFOSXbmLreaR,68
R_4O9MpEXmM2cBqff,50
R_3qdHVFrbMgQzQWX,53
R_UN5DWMIfMG50LcZ,56
R_esTEbArqRGWl1Tz,35
R_30vOgVBVhd5sKnM,63
R_PO6oqdPVCPnsWCB,36
R_296RosSwZ0GSdps,51
R_1fmheOVneaDaf2n,53
R_25LRQB6uCd0niOP,60
R_O8YFC4PjFoJyrap,54
R_2zHNh893WnMNhfo,56
R_3CZZuqpQrlz0b1u,45
R_22y4erc7aDeKsaW,39
R_3p56hPc38VAPFkH,34
R_2wnwMuewYwy1HVt,34
R_3oSHnXfYI1esO1A,55
R_3PsH9ozF53dIZVk,65
R_4ObCyWN2ESTk75f,42
R_3qX2OHRaSsk08Ne,57
R_71AiXwNbN6rYGch,51
R_12QEnXSMk2CrJGA,47
R_3mlZBsoY9hvx8EF,56
R_2VJavesQbJEPn1l,23
R_2wmd9GH07Lijv7F,56
R_6hwz9SROEejjWMh,53
R_31dssHhdeHJnl12,32
R_3D6zyo94Thp6uuA,67
R_1yLUFjLQ9xYh7Nv,61
R_247yX84yrbT0iqx,34
R_C2HKSccnR8362M9,60
R_1mfKOJ9nns55OuC,51
