respondent_id,Please indicate your age,Please indicate your race - Selected Choice,Please indicate your race - Other - Text,Are you Hispanic or Latino?,How would you describe the area where you grew up?,How would you describe the area in which you currently live?,In which region of the United States do you currently live?,Please indicate your annual household income,Education,Which employment status best describes you?,How would you describe your current living situation (check all that apply) - Selected Choice,How would you describe your current living situation (check all that apply) - Other - Text,Please indicate your political identification,Please indicate your gender
R_x95MqKc59LCuPCx,80-89,White,,No,Urban,Suburban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live alone,,Somewhat conservative,Male
R_3PRYjwzd7BRwFFJ,70-79,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_2t3WywOyYvxT3vc,70-79,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_PZJV1o6N35qCzbH,60-69,White,,No,Suburban,Rural,Northeast,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_2Bg758iFDnWduz4,60-69,White,,No,Rural,Rural,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_2xW6MrDNZ5z3hzZ,50-59,White,,No,Urban,Urban,West,"$10,000 - $14,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Moderate,Male
R_128UeniNy0MV8m3,60-69,Black or African American,,No,Rural,Urban,South,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_2rA6YuJlb4qHN04,70-79,White,,No,Urban,Rural,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
R_3MzB9GqOHOKDTPU,70-79,White,,No,Urban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Male
R_phP4KQSPjbbQ2el,60-69,White,,No,Suburban,Suburban,Northeast,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_3oNu8ANTl7JIzcs,70-79,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Graduate or professional degree,Retired,I live alone,,Very conservative,Male
R_3h5Eu9LolUGWSdk,60-69,White,,No,Rural,Rural,West,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_BqZNwpu33FbdUpr,70-79,White,,No,Suburban,Suburban,Northeast,"$100,000 - $149,999",Bachelor's degree,Working part-time,I live alone,,Somewhat conservative,Male
R_2Pe4vbb9kuSw1H0,70-79,White,,No,Suburban,Suburban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very liberal,Male
R_2VkY9oQceNmVf8E,50-59,White,,No,Rural,Rural,West,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live alone,,Somewhat conservative,Male
R_2RNSUwxls2GoIhj,70-79,White,,No,Urban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_2bISLmZYH5xPjuQ,50-59,White,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999",Some college or associate's degree,Unemployed,I live with family members,,Somewhat conservative,Male
R_3htHwBmqL1P3Hvr,60-69,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
R_3Eut5y8QCzAkFDr,70-79,White,,No,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_viSuzK6ebcSilNL,50-59,Black or African American,,No,Urban,Urban,West,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live alone,,Very liberal,Male
R_PtfOYdSdM58geCB,50-59,White,,Yes,Suburban,Suburban,West,"Less than $10,000","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_278UgboUPUZboYr,50-59,White,,Yes,Urban,Urban,West,"$10,000 - $14,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Female
R_1mgRO5VOvUSB5Mb,60-69,White,,No,Rural,Suburban,Northeast,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Female
R_3qdHVFrbMgQzQWX,70-79,White,,No,Suburban,Suburban,West,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_2zA7PqgMnRtRch0,50-59,Black or African American,,Yes,Urban,Suburban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_2fl2bbownBq7zcm,50-59,American Indian or Alaska Native,,No,Rural,Rural,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Moderate,Male
R_2v6OHR9TXeMEJSP,60-69,Black or African American,,Yes,Urban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_agTjV7Rf1V5Jqet,70-79,White,,No,Suburban,Suburban,South,"$10,000 - $14,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Very liberal,Female
R_2VEdgRYlnw5yco5,60-69,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
R_2t9cUvKa4X8WKLQ,60-69,White,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Female
R_1d6L5YzaH3M57XO,60-69,White,,Yes,Urban,Urban,South,"$10,000 - $14,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Female
R_27EBGEFi1DyziVN,50-59,White,,Yes,Suburban,Suburban,West,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_1K7Jhluw2kqvB13,60-69,White,,Yes,Suburban,Rural,West,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live alone,,Somewhat conservative,Female
R_22SldHZUxrM8oht,50-59,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Moderate,Female
R_1oegnHjqdUnBF9Q,60-69,White,,Yes,Urban,Urban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Female
R_3g8bwQ6WkZKD6uO,50-59,White,,Yes,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_3L7PSnN7tlE5FzW,50-59,White,,No,Rural,Rural,Northeast,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Moderate,Male
R_RDKokrIC0yh44zT,50-59,White,,Yes,Suburban,Suburban,West,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Moderate,Female
R_8cqMtF7lmBAHU9r,50-59,White,,No,Urban,Urban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Female
R_1LUtj7dzSNmZ7Gn,60-69,White,,Yes,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Somewhat conservative,Male
R_2DYMicGyxbshFKW,50-59,White,,Yes,Urban,Urban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_0TikC0y7wO1euNX,70-79,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Moderate,Male
R_2QDmCNZpspWhAZP,50-59,White,,No,Urban,Suburban,Midwest,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Female
R_3JbgBOfyEDa92mt,60-69,White,,Yes,Urban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Retired,I live alone,,Somewhat conservative,Female
R_1JF2bv4lpxes8GS,60-69,Other,mexican,Yes,Urban,Urban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live alone,,Moderate,Male
R_DczDvdlnYAQsKCB,70-79,White,,Yes,Urban,Rural,South,"$10,000 - $14,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Female
R_1gOOg4fjapeoTdN,50-59,White,,Yes,Suburban,Urban,Midwest,"$35,000 - $49,999",Bachelor's degree,Unemployed,I live alone,,Very liberal,Female
R_2wi4JwILYeQheja,50-59,White,,Yes,Suburban,Suburban,Northeast,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_Xj4UupfcpNTLOvf,50-59,White,,Yes,Suburban,Suburban,Northeast,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_1yKWE2O5bMfs8gx,50-59,White,,Yes,Urban,Urban,South,"$15,000 - $24,999",Graduate or professional degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_svAEZ1vGS4B6797,50-59,White,,No,Rural,Rural,Midwest,"Less than $10,000",Graduate or professional degree,Working part-time,I live alone,,Very conservative,Male
R_26l5unP6ToAwR9w,60-69,Other,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_1P0E1IQtUyneKLa,70-79,White,,No,Urban,Rural,West,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
R_2c8FAkUsY3g4xFE,60-69,White,,Yes,Urban,Urban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_3ixMCsUoGIEbyLx,70-79,White,,Yes,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_1Ao6QqsWkavZIoF,50-59,White,,Yes,Suburban,Suburban,West,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_w5zanMJoiaUZkdz,50-59,White,,Yes,Suburban,Suburban,West,"More than $200,000",Some college or associate's degree,Working full-time,I live with family members,,Somewhat conservative,Female
R_2tnc8pm29XutyXd,60-69,White,,Yes,Rural,Rural,Northeast,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_daLprHwX6zDi6R3,60-69,White,,Yes,Suburban,Suburban,West,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Female
R_30cJnLgMClvn9j2,60-69,White,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live alone,,Moderate,Female
R_2fm9GpK8VHtjGPW,50-59,White,,Yes,Rural,Rural,West,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Somewhat conservative,Female
R_3kOph4Pbp85bxvX,70-79,White,,No,Suburban,Suburban,Northeast,"$10,000 - $14,999",Less than high school,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_3HYppclVomQ1U0x,70-79,White,,No,Rural,Suburban,Midwest,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_22kTAmp831CRCt3,60-69,White,,No,Rural,Rural,Northeast,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_DM3qrgq4BnMOzkZ,70-79,White,,No,Urban,Urban,Midwest,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Very conservative,Female
R_SPnJPrSBAIHkRDr,90-99,Black or African American,,No,Urban,Rural,Midwest,"$15,000 - $24,999",Bachelor's degree,Working part-time,I live in an assisted living facility,,Somewhat liberal,Male
R_UR5hd39iWJVOVnr,50-59,White,,No,Suburban,Suburban,Midwest,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_1pAnOk9qESNyECU,80-89,Black or African American,,No,Rural,Rural,Midwest,"$15,000 - $24,999",Less than high school,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_2905KepZD5aPnHf,50-59,Black or African American,,No,Suburban,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live with family members,,Moderate,Female
R_cZUzSxyc2v4sexX,80-89,Black or African American,,No,Urban,Urban,Northeast,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_pB5bEbdRNHFh53X,60-69,Asian,,No,Urban,Urban,West,"$150,000 - $199,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
R_25yYH3YI1G0qX0U,60-69,Black or African American,,No,Urban,Rural,South,"$15,000 - $24,999",Some college or associate's degree,On disability,I live with family members,,Moderate,Male
R_2ZTyHY6KjQhXCzs,60-69,Other,mixed,No,Suburban,Suburban,West,"$35,000 - $49,999",Graduate or professional degree,Retired,I live with family members,,Somewhat conservative,Male
R_3DihSpCJbzLLuEm,50-59,Black or African American,,No,Rural,Urban,Northeast,"$10,000 - $14,999","High school graduate, GED, or equivalent",Unemployed,I live alone,,Very conservative,Female
R_1rDlIph68HBQKKf,70-79,Black or African American,,No,Urban,Urban,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
R_BSpXiuxQGa4BJ9T,50-59,Black or African American,,No,Rural,Rural,South,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Female
R_2eOtfsNXMyyx43x,60-69,Black or African American,,No,Urban,Urban,Northeast,"$10,000 - $14,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_1li1v9kxpMgAkzb,50-59,Black or African American,,No,Rural,Rural,South,"$50,000 - $74,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_WjRbrusctR07CXD,50-59,American Indian or Alaska Native,,No,Urban,Urban,Midwest,"$15,000 - $24,999","High school graduate, GED, or equivalent",On disability,I live alone,,Very conservative,Female
R_3090pIUtSt1CXPN,60-69,Black or African American,,No,Suburban,Suburban,Northeast,"$75,000 - $99,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Female
R_2R9DuFWVO9ahI2U,60-69,Asian,,No,Urban,Urban,West,"Less than $10,000",Graduate or professional degree,Working full-time,I live with family members,,Somewhat conservative,Female
R_1DNG70WFkwGfH74,50-59,Asian,,No,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Retired,Other,roommates,Moderate,Female
R_1Iod3GtU6pk5xa5,50-59,Black or African American,,No,Urban,Rural,South,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_3Lc2XaaymOUwcYT,50-59,Black or African American,,No,Urban,Urban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Very conservative,Female
R_2aX2x8d3LCdzUyt,90-99,Asian,,No,Urban,Urban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_10C2a0cuZdYGdSB,60-69,Black or African American,,No,Suburban,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_32WMYa0HufIPSnC,60-69,Black or African American,,No,Rural,Urban,South,"Less than $10,000","High school graduate, GED, or equivalent",On disability,I live with family members,,Moderate,Female
R_2rOBeSyZxGdtrHe,50-59,White,,No,Suburban,Suburban,West,"$100,000 - $149,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very liberal,Female
R_3dMS0biEIiUXclX,60-69,Black or African American,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
R_1jpM8jj1oDuaDe3,50-59,Asian,,No,Urban,Urban,West,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live alone,,Moderate,Male
R_3koLhzC8bzjJxzC,50-59,Black or African American,,No,Suburban,Urban,Midwest,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_3qJqlTwFvFQDb5B,60-69,Black or African American,,No,Rural,Rural,South,"$25,000 - $34,999",Some college or associate's degree,On disability,I live with family members,,Very conservative,Female
R_2xE1o1J7Fc4un8d,60-69,Black or African American,,No,Suburban,Suburban,South,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with family members,,Moderate,Female
R_1JEnnAglvBnu9FO,60-69,White,,No,Urban,Urban,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_PO6oqdPVCPnsWCB,50-59,White,,No,Rural,Rural,South,"$75,000 - $99,999",Graduate or professional degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
R_28UKKLw0fvc1Yn8,70-79,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_2SH6xdfuTQD8hE0,60-69,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Very conservative,Female
R_27PbX0AyiKiqMAD,60-69,White,,No,Rural,Rural,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Unemployed,I live alone,,Somewhat conservative,Female
R_80NgH1eHXD6DbYR,60-69,White,,No,Suburban,Suburban,Midwest,"More than $200,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_25QQQ16LEjUBIyh,60-69,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
R_3n96lzfbMGQf9bH,60-69,White,,No,Rural,Rural,Midwest,"$100,000 - $149,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_25yzKvwrOPP2g3e,50-59,White,,No,Urban,Urban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live alone,,Moderate,Female
R_3j7Zcj1HwBIPwnh,50-59,White,,No,Rural,Rural,Midwest,"$100,000 - $149,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
R_3oHIQSneTWqoqg7,60-69,White,,No,Suburban,Suburban,Midwest,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_2RV86oZxMwZIi2s,70-79,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_1KcC4rNsGdgz78t,70-79,White,,No,Rural,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Female
R_PzKIWdL6XInMjwR,50-59,White,,No,Suburban,Rural,Northeast,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with family members,,Moderate,Female
R_1FL1sl2bQ9EO7Kv,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_1IGVHB7JYNfu39K,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_u1D7i9LDCcKc5Tb,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live alone,,Somewhat conservative,Female
R_2rx2QE3ZuKF1Ley,60-69,White,,No,Suburban,Suburban,Northeast,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Female
R_2sYoANdkeH6pmGo,80-89,White,,No,Rural,Suburban,South,"$75,000 - $99,999","High school graduate, GED, or equivalent",Retired,I live alone,,Moderate,Female
R_1oGUXGL7lOND2oZ,50-59,White,,No,Rural,Urban,South,"$15,000 - $24,999",Some college or associate's degree,On disability,I live alone,,Somewhat conservative,Female
R_3O69qS9dmIGLZhL,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live alone,,Very conservative,Female
R_3k7AQ5R8Y8IXooj,70-79,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live alone,,Very conservative,Male
R_2VJavesQbJEPn1l,70-79,White,,No,Suburban,Suburban,South,"$25,000 - $34,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_2Tv1RL7UCM1LAz9,50-59,White,,No,Rural,Urban,South,"$50,000 - $74,999",Graduate or professional degree,Retired,I live alone,,Somewhat conservative,Female
R_1dGkte1GBdZ11rI,60-69,White,,No,Rural,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Female
R_1dFZXV7Kuxkqbal,60-69,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_D2FMequApyY5FOp,70-79,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Female
R_1OAKoZOGTEVGR78,60-69,White,,No,Suburban,Suburban,Northeast,"$150,000 - $199,999",Graduate or professional degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Male
R_YWHN7JpMkUnXtL3,60-69,White,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999",Some college or associate's degree,Unemployed,I live alone,,Moderate,Male
R_ZleX6mnkJsQUwUx,70-79,White,,No,Suburban,Suburban,West,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_NVbRS571VwykFiN,60-69,White,,No,Rural,Rural,South,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_3MGP9toO9FB1YSy,70-79,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very liberal,Male
R_3O99eIOG41rQJxK,60-69,White,,No,Rural,Suburban,Midwest,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_1ovUFTJMCw5mJfo,60-69,White,,No,Urban,Rural,Midwest,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_1qgEHtFb9ebZ1rU,70-79,White,,No,Suburban,Rural,South,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_3KDc7SPYw6fRlmI,70-79,White,,No,Suburban,Rural,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_3Eioj5qWNhP1TTw,60-69,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Male
R_3CI9LX2JSkBEBp9,50-59,White,,No,Suburban,Suburban,South,"$15,000 - $24,999",Some college or associate's degree,Working full-time,I live alone,,Somewhat conservative,Female
R_2y2yXfSUn9N1SYX,50-59,White,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999",Some college or associate's degree,On disability,I live alone,,Somewhat conservative,Male
R_ZDKl4AReezcPtMl,60-69,White,,No,Urban,Suburban,Midwest,"$75,000 - $99,999","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Very conservative,Male
R_3iC0Acog4I55hV5,70-79,White,,No,Suburban,Suburban,Northeast,"$75,000 - $99,999",Bachelor's degree,Retired,I live with family members,,Somewhat conservative,Male
R_3njG0Fh9zg6pKIk,60-69,White,,No,Rural,Rural,South,"$10,000 - $14,999","High school graduate, GED, or equivalent",On disability,I live alone,,Moderate,Male
R_12FjnISykgtwzz2,60-69,Asian,,No,Urban,Urban,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live with family members,,Moderate,Male
R_PAnCNf9hluOm7bX,60-69,American Indian or Alaska Native,,Yes,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_2y2Fxo7bu49ZslO,50-59,White,,No,Suburban,Suburban,Midwest,"More than $200,000",Some college or associate's degree,Working part-time,I live with family members,,Somewhat liberal,Female
R_VKgZ5JNEhZrcYY9,60-69,White,,No,Suburban,Suburban,West,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_1i84GM8iaYxQpwr,50-59,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Some college or associate's degree,Unemployed,I live alone,,Somewhat liberal,Female
R_1r1igF8ovLOz7Kj,50-59,White,,No,Rural,Rural,Northeast,"$10,000 - $14,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_1JKGdkPW3W2fNs3,60-69,White,,No,Suburban,Suburban,South,"Less than $10,000",Less than high school,Retired,I live alone,,Very conservative,Male
R_26fGqXC4kB0DHqQ,70-79,White,,No,Suburban,Suburban,Midwest,"$150,000 - $199,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_33lpsRznpjdqENz,50-59,White,,No,Rural,Rural,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_cBxniCt7uDhFKZb,60-69,White,,No,Rural,Suburban,South,"More than $200,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_3oAZRRiyrf5C62H,50-59,White,,No,Rural,Rural,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Moderate,Female
R_2w76iu45e301mST,70-79,White,,No,Rural,Rural,Northeast,"$75,000 - $99,999",Graduate or professional degree,Retired,I live alone,,Moderate,Female
R_2dXhuvt8nrKrqDy,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Bachelor's degree,Retired,I live alone,,Moderate,Female
R_2qrCsfDnCvvm90a,60-69,White,,No,Suburban,Suburban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
R_3P5FDlmVbdJ7Kn3,60-69,White,,No,Urban,Urban,Midwest,"$25,000 - $34,999",Bachelor's degree,Retired,I live with family members,,Somewhat liberal,Female
R_3n10jFaBlKzMsTI,50-59,White,,No,Rural,Rural,West,"More than $200,000","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_2qkDogvajPsvMiV,80-89,White,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Female
R_1IRBNnljNA7ZWtP,60-69,White,,No,Suburban,Suburban,South,"$50,000 - $74,999",Graduate or professional degree,Retired,Other,I live with Room-mate and my mom lives with us,Somewhat conservative,Female
R_3ErS29Wuo3PyqYf,50-59,White,,No,Suburban,Suburban,South,"$25,000 - $34,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_3MEfughIvUyK8kS,60-69,White,,No,Rural,Rural,Northeast,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_T7TExBY3X6jfrIB,70-79,White,,No,Suburban,Suburban,South,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
